Food_Item,Category,Sugar_Content (g),Calories (kcal),Protein (g),Fiber (g),Carbohydrates (g),Glycemic_Index,Ripeness,Size,Average_Weight (g),Fruit
Grapes,Fruit,13.3,60.8,2.6,4.5,12.0,42,Overripe,Medium,345.9,True
Mushrooms,Vegetable,2.2,67.0,1.8,1.1,14.8,41,Overripe,Large,911.1,False
Avocado,Fruit,12.3,35.1,1.7,0.7,23.7,51,Overripe,Small,307.3,True
Chayote,Vegetable,1.1,30.0,3.2,3.4,10.3,41,Overripe,Small,505.8,False
Coriander Leaves,Vegetable,2.1,42.7,2.6,2.7,14.9,45,Unripe,Large,220.9,False
Tamarind,Fruit,14.6,40.5,2.6,3.2,11.8,68,Unripe,Medium,237.3,True
Apple,Fruit,4.5,84.0,2.4,0.8,10.6,79,Overripe,Small,186.7,True
Coriander Leaves,Vegetable,1.2,57.8,2.9,1.9,14.9,51,Unripe,Large,125.8,False
Peach,Fruit,16.6,69.9,3.0,4.0,23.2,78,Ripe,Large,209.0,True
Peas,Vegetable,4.9,34.7,4.6,3.5,6.5,36,Overripe,Medium,1130.5,False
Tamarind,Fruit,14.5,56.4,1.5,1.9,15.3,64,Unripe,Large,148.9,True
Orange,Fruit,17.1,42.2,2.3,3.4,14.7,70,Unripe,Small,416.9,True
Papaya,Fruit,0.9,55.2,2.8,2.5,14.0,59,Unripe,Small,350.3,True
French Beans,Vegetable,4.8,58.4,2.2,6.0,7.0,47,Unripe,Medium,408.6,False
Cabbage,Vegetable,1.1,20.5,3.1,2.8,5.5,37,Unripe,Small,1185.2,False
Mango,Fruit,14.9,32.8,1.3,1.5,15.0,81,Overripe,Small,322.5,True
Grapes,Fruit,5.0,80.8,2.7,3.0,11.1,74,Unripe,Medium,262.0,True
Mushrooms,Vegetable,4.8,41.3,2.1,6.7,11.8,32,Unripe,Small,510.9,False
Coriander Leaves,Vegetable,3.6,47.0,4.3,1.5,10.0,26,Unripe,Large,506.6,False
Litchi,Fruit,2.8,72.2,1.1,0.7,11.8,73,Unripe,Medium,256.7,True
Custard Apple,Fruit,10.8,78.3,2.8,4.2,5.1,48,Ripe,Large,61.5,True
Radish,Vegetable,2.8,53.3,1.3,5.1,13.6,32,Unripe,Large,848.3,False
Custard Apple,Fruit,9.4,32.4,2.1,2.4,16.7,57,Unripe,Small,448.6,True
Potato,Vegetable,3.4,61.3,3.7,6.2,9.3,50,Unripe,Small,146.2,False
Chayote,Vegetable,2.7,60.8,3.4,3.6,7.9,20,Overripe,Small,1040.2,False
Grapes,Fruit,19.2,68.0,0.6,2.8,7.7,69,Overripe,Large,245.8,True
Banana,Fruit,10.5,92.0,2.0,3.2,24.4,91,Ripe,Small,242.1,True
Sweet Lime,Fruit,14.3,74.0,2.1,4.7,19.6,40,Ripe,Medium,403.0,True
Peas,Vegetable,3.5,22.2,4.9,4.7,13.0,54,Ripe,Small,826.9,False
Avocado,Fruit,6.6,34.4,3.0,0.9,16.9,75,Ripe,Large,324.1,True
Gooseberry,Fruit,3.4,89.1,1.5,2.1,9.7,73,Unripe,Medium,304.7,True
Carrot,Vegetable,1.8,50.2,4.6,1.6,7.3,45,Overripe,Small,974.9,False
Sweet Corn,Vegetable,0.6,35.0,4.9,5.6,9.7,52,Ripe,Medium,1155.5,False
Jackfruit,Fruit,9.3,63.2,2.3,2.8,15.2,49,Ripe,Large,419.6,True
Sweet Lime,Fruit,19.7,97.6,2.5,0.7,13.0,77,Unripe,Large,353.0,True
Chayote,Vegetable,2.4,20.4,2.4,7.7,4.5,39,Overripe,Medium,1372.8,False
Yam,Vegetable,0.3,61.2,2.2,3.9,14.5,53,Ripe,Small,1405.5,False
Jackfruit,Fruit,8.5,37.2,2.3,0.9,21.8,61,Ripe,Small,244.9,True
Pomegranate,Fruit,5.1,86.8,2.1,4.6,19.3,74,Unripe,Small,350.2,True
Radish,Vegetable,4.7,51.6,2.1,7.7,3.5,30,Overripe,Medium,1067.8,False
Avocado,Fruit,5.1,63.1,3.0,4.2,19.6,47,Overripe,Medium,345.0,True
Ginger,Vegetable,0.7,24.7,2.0,2.1,3.8,42,Ripe,Medium,692.7,False
Cabbage,Vegetable,2.6,30.8,1.4,6.4,11.6,33,Ripe,Large,283.4,False
Turnip,Vegetable,3.4,40.2,2.2,6.3,14.0,29,Overripe,Medium,1457.6,False
Peach,Fruit,5.1,92.9,0.5,3.1,20.6,85,Overripe,Small,118.4,True
Radish,Vegetable,4.3,68.5,2.0,7.8,7.5,52,Overripe,Medium,1460.4,False
Avocado,Fruit,8.1,93.4,1.5,4.3,6.5,41,Unripe,Small,411.3,True
Peas,Vegetable,2.0,26.4,4.6,4.6,11.2,21,Overripe,Medium,1487.2,False
Banana,Fruit,9.9,33.2,1.0,2.5,5.8,80,Unripe,Medium,340.3,True
Cabbage,Vegetable,2.0,66.1,2.8,2.1,6.8,21,Ripe,Medium,872.5,False
Sapodilla,Fruit,12.6,81.3,1.5,0.7,15.3,59,Ripe,Large,431.4,True
Carrot,Vegetable,2.0,39.3,4.6,5.4,9.6,47,Unripe,Small,781.1,False
Peach,Fruit,10.9,82.1,0.6,3.4,23.3,79,Unripe,Small,107.3,True
Litchi,Fruit,16.6,56.1,0.8,2.4,13.7,54,Overripe,Large,71.8,True
Custard Apple,Fruit,12.8,75.0,2.6,1.6,8.8,47,Ripe,Large,157.4,True
Sweet Lime,Fruit,19.0,54.8,0.8,4.7,24.0,65,Overripe,Large,369.9,True
Chayote,Vegetable,1.0,52.1,2.1,2.9,14.2,39,Overripe,Small,1286.3,False
Green Chili,Vegetable,4.9,35.4,2.7,5.6,14.0,52,Ripe,Large,1276.9,False
Litchi,Fruit,17.8,47.0,2.1,3.1,14.1,69,Unripe,Medium,153.8,True
Peas,Vegetable,2.9,43.2,2.5,3.4,14.0,46,Ripe,Large,151.0,False
Jackfruit,Fruit,14.8,95.6,2.2,2.6,11.5,71,Unripe,Large,72.0,True
Orange,Fruit,9.8,91.8,2.1,2.6,8.4,73,Unripe,Small,60.6,True
Bitter Gourd,Vegetable,2.2,41.6,1.9,1.6,11.2,49,Overripe,Medium,981.3,False
Kohlrabi,Vegetable,3.6,59.4,4.2,5.0,5.3,31,Ripe,Small,1333.6,False
Orange,Fruit,16.0,53.2,2.1,1.4,13.8,53,Unripe,Large,96.0,True
Strawberry,Fruit,18.8,93.8,1.8,3.8,19.5,97,Unripe,Small,54.0,True
Watermelon,Fruit,9.0,84.9,1.1,1.3,7.1,40,Overripe,Medium,365.7,True
Custard Apple,Fruit,16.4,37.2,2.3,3.5,13.1,73,Ripe,Medium,131.4,True
Brinjal,Vegetable,2.6,45.4,3.2,4.7,5.5,50,Unripe,Medium,724.6,False
Tamarind,Fruit,14.4,40.2,2.5,4.9,9.6,100,Unripe,Medium,290.9,True
Fig,Fruit,14.7,52.8,2.3,4.0,21.1,71,Overripe,Medium,437.4,True
French Beans,Vegetable,4.3,30.9,1.5,7.4,10.9,24,Ripe,Medium,1087.2,False
Dragon Fruit,Fruit,11.3,66.6,1.3,0.5,23.7,76,Unripe,Medium,157.0,True
Fig,Fruit,4.5,89.0,1.5,3.9,18.9,51,Ripe,Small,156.2,True
Papaya,Fruit,12.7,76.8,2.5,3.7,19.4,99,Overripe,Small,245.2,True
Orange,Fruit,4.4,55.2,1.9,2.2,16.4,74,Overripe,Small,94.6,True
Grapes,Fruit,2.5,37.4,1.7,3.0,9.4,61,Ripe,Large,468.7,True
Mushrooms,Vegetable,0.0,40.4,1.1,4.4,13.2,51,Unripe,Large,277.2,False
Beetroot,Vegetable,4.8,53.0,1.8,5.2,11.7,44,Unripe,Small,333.2,False
Brinjal,Vegetable,4.5,67.7,3.5,3.1,13.4,29,Unripe,Large,1477.5,False
Colocasia,Vegetable,0.7,56.9,2.8,6.1,6.0,36,Unripe,Small,324.6,False
Pineapple,Fruit,15.4,61.0,0.6,3.3,21.9,74,Unripe,Small,358.2,True
French Beans,Vegetable,0.1,68.3,4.8,6.2,14.3,59,Overripe,Large,1408.3,False
Avocado,Fruit,3.5,80.0,1.3,2.6,9.0,58,Overripe,Small,328.6,True
Sapodilla,Fruit,5.5,48.6,2.7,0.5,22.5,97,Overripe,Medium,222.7,True
Grapes,Fruit,5.9,61.2,0.8,4.2,17.5,57,Ripe,Large,496.9,True
Fenugreek,Vegetable,2.3,35.4,2.2,6.9,8.2,40,Ripe,Large,966.8,False
Yam,Vegetable,1.5,60.4,2.3,3.1,7.5,28,Ripe,Large,493.9,False
Peach,Fruit,14.9,91.6,2.2,1.3,19.3,55,Overripe,Large,74.0,True
French Beans,Vegetable,3.8,69.8,2.7,5.8,11.8,39,Unripe,Medium,829.9,False
Bitter Gourd,Vegetable,1.4,69.9,3.1,1.9,4.4,34,Unripe,Large,702.2,False
Pumpkin,Vegetable,2.5,38.9,4.6,4.7,10.8,48,Unripe,Large,281.2,False
Turnip,Vegetable,3.1,35.1,4.8,2.7,13.7,33,Unripe,Large,1198.2,False
Fig,Fruit,1.0,88.6,2.7,4.8,9.4,50,Unripe,Large,422.4,True
Pear,Fruit,14.2,99.8,1.5,3.1,15.8,55,Overripe,Medium,100.9,True
Pumpkin,Vegetable,3.3,33.1,2.7,5.0,8.9,59,Overripe,Medium,181.9,False
Tamarind,Fruit,1.9,82.8,2.9,3.5,6.2,70,Unripe,Large,454.3,True
Ginger,Vegetable,3.6,67.8,1.2,1.8,11.2,34,Overripe,Medium,1052.2,False
Strawberry,Fruit,4.4,34.4,1.2,3.7,17.3,65,Overripe,Small,376.5,True
Grapes,Fruit,18.3,69.6,1.3,1.1,21.0,83,Overripe,Medium,187.9,True
Carrot,Vegetable,3.2,62.0,3.7,3.4,3.8,31,Ripe,Small,658.6,False
Gooseberry,Fruit,1.9,71.3,2.0,1.3,8.7,66,Unripe,Large,138.4,True
Tomato,Vegetable,1.9,63.5,2.1,6.1,14.3,26,Ripe,Medium,1438.1,False
Carrot,Vegetable,2.8,39.3,3.6,1.9,9.4,51,Overripe,Medium,1469.1,False
Custard Apple,Fruit,6.4,91.8,1.6,2.8,15.1,92,Ripe,Large,287.3,True
Tomato,Vegetable,3.4,29.9,4.6,6.5,11.1,47,Unripe,Large,307.5,False
Peas,Vegetable,3.8,30.2,3.6,1.5,8.5,42,Overripe,Small,961.6,False
Sweet Corn,Vegetable,2.8,22.5,1.4,7.7,10.7,38,Ripe,Large,543.2,False
Chayote,Vegetable,3.4,20.3,2.4,5.7,4.1,35,Overripe,Large,619.3,False
Mango,Fruit,19.6,31.7,2.2,4.7,13.2,66,Overripe,Large,470.6,True
Avocado,Fruit,6.8,89.4,2.9,2.5,20.9,83,Unripe,Medium,443.7,True
Kohlrabi,Vegetable,0.1,23.7,4.1,5.6,8.3,37,Overripe,Medium,1401.8,False
Pear,Fruit,18.3,88.5,0.5,2.2,11.4,94,Unripe,Small,319.4,True
Yam,Vegetable,4.1,32.1,3.6,2.2,4.5,34,Unripe,Medium,1218.9,False
Mango,Fruit,19.8,47.7,1.7,0.8,17.8,97,Unripe,Large,91.0,True
Mango,Fruit,15.0,62.7,2.3,4.5,10.7,87,Unripe,Small,58.8,True
Sapodilla,Fruit,19.8,66.1,2.9,4.7,6.4,47,Unripe,Small,455.8,True
Mushrooms,Vegetable,1.6,66.8,1.9,3.8,13.2,59,Overripe,Small,142.3,False
Avocado,Fruit,2.1,85.3,1.8,0.6,21.0,98,Overripe,Large,107.9,True
Fenugreek,Vegetable,1.9,32.4,3.3,3.6,3.9,39,Unripe,Medium,649.9,False
Kohlrabi,Vegetable,4.3,64.6,2.0,3.9,10.0,35,Ripe,Large,206.4,False
Beetroot,Vegetable,0.4,23.1,4.3,5.1,4.9,56,Ripe,Small,361.9,False
Drumstick,Vegetable,1.8,66.4,3.8,1.7,5.3,39,Overripe,Small,578.9,False
French Beans,Vegetable,1.3,23.2,1.3,1.1,14.9,55,Ripe,Medium,1433.2,False
Green Chili,Vegetable,0.7,40.8,2.8,5.0,13.6,41,Overripe,Small,156.8,False
Jackfruit,Fruit,7.0,32.2,2.0,1.9,13.4,76,Overripe,Medium,140.3,True
Gooseberry,Fruit,2.3,60.1,1.3,0.7,20.5,83,Ripe,Large,355.4,True
Pineapple,Fruit,4.4,41.7,2.6,1.1,5.2,72,Unripe,Medium,373.0,True
Dragon Fruit,Fruit,3.2,98.3,1.9,2.8,8.0,97,Overripe,Medium,109.7,True
Colocasia,Vegetable,2.1,57.2,1.8,3.1,6.7,28,Unripe,Large,414.4,False
Spinach,Vegetable,2.9,23.2,3.9,5.3,12.5,20,Ripe,Small,756.9,False
Pineapple,Fruit,10.8,89.6,2.4,2.1,7.2,74,Unripe,Small,120.1,True
Pear,Fruit,8.5,63.1,2.7,0.7,8.1,80,Unripe,Small,343.1,True
Sweet Lime,Fruit,1.9,99.3,2.2,2.0,11.3,75,Ripe,Small,162.4,True
Avocado,Fruit,14.8,89.7,1.4,0.9,8.1,75,Unripe,Medium,356.3,True
Jackfruit,Fruit,18.7,60.8,1.1,2.5,7.3,95,Ripe,Small,492.1,True
Carrot,Vegetable,0.6,33.0,3.3,7.2,14.1,40,Unripe,Large,958.4,False
Pineapple,Fruit,10.1,60.5,2.0,2.5,24.3,92,Ripe,Large,391.9,True
Cauliflower,Vegetable,3.5,22.3,1.6,5.0,4.9,51,Unripe,Large,726.0,False
Drumstick,Vegetable,3.6,39.5,1.7,6.1,8.9,33,Overripe,Large,898.6,False
Pumpkin,Vegetable,2.9,54.0,4.6,7.6,6.9,21,Ripe,Large,472.1,False
Papaya,Fruit,4.6,48.4,0.8,2.5,23.8,84,Overripe,Medium,242.1,True
Pear,Fruit,18.7,41.1,2.0,4.7,8.3,80,Unripe,Large,433.9,True
Apple,Fruit,7.7,35.0,0.8,3.8,15.9,52,Ripe,Large,456.3,True
Mango,Fruit,16.4,65.8,2.2,2.2,21.9,54,Overripe,Small,160.2,True
Dragon Fruit,Fruit,1.7,94.1,1.8,1.2,23.8,70,Ripe,Large,367.9,True
Sweet Corn,Vegetable,4.5,58.7,2.0,7.5,6.3,49,Overripe,Large,990.3,False
Jackfruit,Fruit,3.9,81.8,0.9,2.5,7.5,66,Unripe,Small,170.2,True
Pear,Fruit,1.0,75.1,2.7,2.6,13.5,54,Overripe,Large,171.7,True
Kohlrabi,Vegetable,4.4,42.6,2.6,5.6,11.7,60,Ripe,Small,1139.4,False
French Beans,Vegetable,2.1,68.0,3.3,1.2,5.5,55,Ripe,Large,1193.4,False
Radish,Vegetable,1.9,49.9,1.3,7.4,10.7,40,Unripe,Medium,333.6,False
Carrot,Vegetable,2.1,68.4,3.0,7.3,7.7,26,Ripe,Medium,1441.3,False
Peach,Fruit,5.8,70.4,0.8,1.2,13.5,70,Unripe,Medium,427.4,True
Carrot,Vegetable,0.6,56.1,1.2,7.6,9.9,37,Ripe,Small,459.5,False
Tomato,Vegetable,3.4,21.4,2.3,6.4,12.8,46,Ripe,Small,485.3,False
Turnip,Vegetable,2.0,35.6,4.8,6.1,5.1,46,Overripe,Small,392.6,False
Gooseberry,Fruit,7.4,57.0,2.4,4.2,16.0,75,Ripe,Large,55.1,True
Watermelon,Fruit,7.1,83.9,0.6,4.8,13.3,42,Unripe,Small,212.1,True
Pomegranate,Fruit,12.0,86.8,1.9,3.5,22.7,48,Ripe,Small,290.3,True
Papaya,Fruit,11.3,68.1,0.7,2.7,8.6,86,Overripe,Large,348.4,True
Strawberry,Fruit,15.4,70.6,1.2,4.3,5.5,81,Overripe,Large,111.7,True
Lychee,Fruit,18.7,52.4,1.4,1.2,8.5,54,Overripe,Large,291.7,True
Banana,Fruit,11.4,83.2,1.2,5.0,12.1,84,Unripe,Medium,477.0,True
Tomato,Vegetable,4.0,57.8,1.7,6.4,13.2,48,Unripe,Small,741.3,False
Guava,Fruit,20.0,61.4,1.6,3.5,17.2,45,Unripe,Small,74.1,True
Turnip,Vegetable,1.5,20.6,2.8,6.3,14.3,26,Overripe,Medium,112.4,False
Drumstick,Vegetable,2.0,36.2,2.3,6.3,4.7,21,Unripe,Large,412.0,False
Okra,Vegetable,2.9,60.3,1.5,2.3,5.7,60,Ripe,Medium,448.1,False
Papaya,Fruit,11.5,63.2,0.8,4.8,5.6,95,Overripe,Medium,331.8,True
Bitter Gourd,Vegetable,4.1,52.0,3.0,3.5,12.3,58,Overripe,Large,626.3,False
Fig,Fruit,6.6,32.3,2.2,3.7,11.0,82,Unripe,Small,344.3,True
Apple,Fruit,15.9,72.2,1.2,3.6,6.9,65,Ripe,Small,281.4,True
Coriander Leaves,Vegetable,0.1,66.4,2.5,7.2,14.1,49,Unripe,Large,666.6,False
Brinjal,Vegetable,2.1,31.2,2.1,3.5,12.9,45,Unripe,Medium,1439.0,False
Litchi,Fruit,18.0,75.7,2.7,2.9,14.2,52,Unripe,Medium,77.1,True
French Beans,Vegetable,4.8,46.9,2.7,7.2,14.0,55,Unripe,Medium,330.1,False
Lychee,Fruit,5.0,41.4,2.0,2.7,20.1,67,Ripe,Large,430.6,True
Orange,Fruit,3.6,52.8,1.3,4.9,19.8,63,Ripe,Small,315.3,True
Bottle Gourd,Vegetable,4.3,50.1,2.7,5.4,3.2,31,Overripe,Medium,344.8,False
Peach,Fruit,8.8,86.2,2.0,5.0,19.9,85,Ripe,Small,145.2,True
Colocasia,Vegetable,4.9,23.9,2.4,7.5,4.3,41,Overripe,Large,242.1,False
Brinjal,Vegetable,4.2,23.0,1.9,8.0,8.0,59,Overripe,Small,1412.0,False
Radish,Vegetable,1.7,34.1,3.8,1.2,12.6,60,Ripe,Small,1027.4,False
Dragon Fruit,Fruit,17.8,92.4,2.6,3.1,5.5,98,Ripe,Small,135.3,True
Cauliflower,Vegetable,0.8,38.9,3.8,7.6,9.0,59,Ripe,Small,1086.9,False
Apple,Fruit,19.4,89.3,2.0,1.3,7.6,67,Overripe,Small,221.8,True
French Beans,Vegetable,1.9,46.2,3.4,6.7,4.6,24,Ripe,Small,1063.1,False
Watermelon,Fruit,0.8,77.0,1.3,3.7,18.9,85,Unripe,Large,204.3,True
Potato,Vegetable,5.0,40.6,1.5,4.2,5.9,37,Overripe,Small,317.8,False
Bitter Gourd,Vegetable,0.6,63.5,4.5,6.2,7.8,37,Ripe,Large,456.1,False
Banana,Fruit,15.5,45.2,2.1,1.5,16.0,43,Overripe,Small,427.0,True
Gooseberry,Fruit,2.3,59.8,0.9,3.9,19.4,58,Ripe,Medium,123.3,True
Onion,Vegetable,1.6,65.0,4.6,6.9,13.6,60,Unripe,Small,112.8,False
Colocasia,Vegetable,1.5,64.2,1.7,4.2,13.6,38,Ripe,Large,1447.5,False
Gooseberry,Fruit,17.3,73.9,3.0,4.4,20.9,98,Unripe,Large,99.6,True
Radish,Vegetable,3.3,55.5,1.2,5.0,13.4,47,Ripe,Small,1114.6,False
Carrot,Vegetable,4.9,33.7,3.7,6.3,11.6,21,Overripe,Small,1064.9,False
Banana,Fruit,9.7,93.4,0.9,2.9,15.2,60,Overripe,Small,321.9,True
Cabbage,Vegetable,1.9,41.1,2.9,6.4,6.4,46,Unripe,Medium,1399.6,False
Ginger,Vegetable,1.6,48.4,4.9,5.5,10.4,26,Overripe,Small,256.4,False
Litchi,Fruit,5.0,34.7,2.4,3.1,21.6,48,Ripe,Small,434.9,True
Custard Apple,Fruit,6.9,37.1,2.6,3.8,5.9,59,Overripe,Small,216.8,True
Pumpkin,Vegetable,1.4,54.1,3.5,6.1,4.1,42,Ripe,Large,1035.8,False
Colocasia,Vegetable,3.7,20.3,1.1,5.5,7.9,59,Ripe,Large,558.9,False
Papaya,Fruit,7.0,50.4,1.4,4.9,18.7,94,Ripe,Medium,290.6,True
Pumpkin,Vegetable,1.5,53.5,1.2,1.9,4.8,41,Ripe,Large,128.7,False
Watermelon,Fruit,4.5,72.8,0.8,1.7,15.7,67,Ripe,Medium,365.6,True
Gooseberry,Fruit,17.6,76.4,0.6,4.5,5.2,77,Ripe,Medium,422.2,True
Drumstick,Vegetable,4.5,28.6,4.5,3.2,7.5,52,Overripe,Medium,1454.5,False
Pomegranate,Fruit,16.4,88.6,0.6,3.9,11.2,40,Overripe,Large,337.5,True
Dragon Fruit,Fruit,10.4,43.9,0.8,4.4,12.7,54,Unripe,Medium,52.3,True
Cauliflower,Vegetable,4.5,67.6,2.8,1.6,10.5,58,Ripe,Small,564.3,False
Orange,Fruit,10.0,41.9,2.8,0.7,24.0,52,Overripe,Medium,330.9,True
Spinach,Vegetable,0.6,53.6,4.9,4.9,9.4,33,Ripe,Large,915.6,False
Colocasia,Vegetable,1.4,51.2,2.7,5.2,8.5,34,Unripe,Medium,832.2,False
Garlic,Vegetable,4.3,65.8,4.5,3.5,10.8,30,Overripe,Medium,545.3,False
Banana,Fruit,6.5,71.6,2.0,4.9,20.0,60,Unripe,Small,78.5,True
Pomegranate,Fruit,7.3,77.1,2.8,1.5,10.5,80,Unripe,Large,114.1,True
Grapes,Fruit,5.4,90.7,1.9,3.0,16.6,79,Unripe,Small,425.6,True
Carrot,Vegetable,3.8,56.3,3.0,1.8,8.8,45,Ripe,Small,557.4,False
Mango,Fruit,11.0,37.9,1.6,2.5,20.6,86,Ripe,Large,88.6,True
Cabbage,Vegetable,4.2,69.9,3.0,6.1,3.7,25,Ripe,Small,1279.5,False
Apple,Fruit,1.2,61.7,1.4,1.1,14.5,74,Ripe,Small,142.1,True
Mango,Fruit,0.3,56.9,0.8,4.4,18.6,41,Ripe,Small,293.8,True
Banana,Fruit,1.3,80.9,1.6,2.7,20.8,89,Overripe,Medium,152.0,True
Papaya,Fruit,8.7,62.7,1.8,4.4,18.1,82,Ripe,Medium,231.0,True
Pineapple,Fruit,5.1,35.7,0.9,4.7,18.4,95,Overripe,Medium,73.3,True
Pear,Fruit,16.3,48.4,2.4,4.4,22.1,74,Unripe,Large,177.3,True
Colocasia,Vegetable,4.8,45.7,1.2,5.7,9.1,22,Ripe,Large,1145.1,False
Peach,Fruit,8.7,94.5,0.5,0.7,11.3,41,Overripe,Small,110.1,True
Dragon Fruit,Fruit,4.3,30.9,1.5,2.4,15.3,65,Unripe,Large,161.6,True
Garlic,Vegetable,1.7,69.9,4.0,1.5,11.7,55,Ripe,Medium,496.7,False
Watermelon,Fruit,9.0,92.7,2.0,3.2,10.9,46,Unripe,Large,260.7,True
Drumstick,Vegetable,0.5,22.3,2.9,6.3,3.7,45,Ripe,Small,1287.6,False
Pumpkin,Vegetable,0.5,32.3,1.2,5.3,13.0,51,Overripe,Small,507.9,False
Onion,Vegetable,4.5,24.4,2.1,7.8,4.0,37,Unripe,Medium,358.4,False
Grapes,Fruit,10.3,53.8,2.6,4.7,9.9,58,Unripe,Medium,290.1,True
Papaya,Fruit,3.3,55.0,1.3,3.5,17.0,62,Ripe,Large,295.1,True
Pineapple,Fruit,19.3,40.7,1.3,4.5,13.3,52,Ripe,Small,421.9,True
Yam,Vegetable,2.2,68.9,2.0,2.8,3.5,28,Overripe,Small,816.3,False
Sweet Lime,Fruit,12.9,70.8,1.4,1.4,10.1,44,Unripe,Medium,373.6,True
Chayote,Vegetable,1.5,43.0,2.7,6.9,13.4,40,Ripe,Large,1122.9,False
Bottle Gourd,Vegetable,3.7,47.2,1.0,5.4,11.3,46,Overripe,Medium,1343.4,False
Peach,Fruit,16.4,93.8,1.8,0.9,14.6,67,Ripe,Small,284.3,True
Tomato,Vegetable,1.7,50.9,4.3,2.5,4.3,24,Overripe,Medium,1190.5,False
Beetroot,Vegetable,2.9,36.7,3.1,4.6,7.3,50,Overripe,Large,1279.7,False
Mango,Fruit,14.2,50.1,2.1,2.5,15.8,65,Ripe,Medium,382.2,True
Litchi,Fruit,11.0,32.0,2.8,2.9,22.4,93,Unripe,Medium,271.8,True
Bottle Gourd,Vegetable,2.8,41.9,3.8,5.1,5.8,34,Ripe,Large,222.0,False
Drumstick,Vegetable,4.9,25.2,4.5,6.0,7.8,33,Unripe,Medium,741.5,False
Apple,Fruit,19.9,71.7,1.9,3.6,16.4,81,Unripe,Medium,386.3,True
Litchi,Fruit,12.3,47.8,0.5,2.4,14.0,46,Unripe,Large,200.9,True
Plum,Fruit,8.6,30.6,1.2,3.1,13.7,77,Overripe,Small,477.8,True
Avocado,Fruit,10.7,95.5,2.1,2.4,8.8,67,Ripe,Large,284.1,True
Fig,Fruit,15.1,64.4,2.7,2.2,17.5,51,Overripe,Small,354.8,True
Kohlrabi,Vegetable,3.4,68.1,3.2,4.5,3.8,55,Overripe,Large,549.7,False
Banana,Fruit,19.8,45.6,2.9,5.0,19.8,45,Unripe,Large,448.9,True
Spinach,Vegetable,1.5,30.2,3.6,3.7,8.3,42,Unripe,Medium,823.0,False
Pear,Fruit,16.1,87.7,0.6,2.7,22.9,85,Overripe,Large,159.3,True
Radish,Vegetable,1.2,52.7,1.0,7.3,12.7,50,Ripe,Medium,946.4,False
Drumstick,Vegetable,1.7,59.8,4.3,3.6,12.2,32,Ripe,Small,632.2,False
Green Chili,Vegetable,4.0,49.0,4.9,3.5,13.4,54,Unripe,Small,407.7,False
Fig,Fruit,0.8,79.1,2.6,1.6,21.5,46,Overripe,Large,80.7,True
Pineapple,Fruit,3.5,49.5,1.0,4.9,15.5,70,Overripe,Large,247.2,True
Cauliflower,Vegetable,4.6,38.5,2.1,2.9,4.0,35,Overripe,Large,552.4,False
Ginger,Vegetable,2.3,49.8,3.4,4.0,10.6,45,Unripe,Medium,1198.4,False
Sweet Corn,Vegetable,0.8,20.5,3.7,5.0,9.8,23,Overripe,Medium,192.5,False
Cauliflower,Vegetable,3.6,57.5,3.2,4.8,4.7,60,Overripe,Small,1028.2,False
Apple,Fruit,14.0,58.0,1.4,4.4,18.5,55,Overripe,Medium,221.8,True
Sapodilla,Fruit,9.6,94.1,1.4,4.1,6.3,70,Unripe,Medium,87.7,True
Okra,Vegetable,4.7,41.6,1.2,4.2,12.4,37,Ripe,Large,1396.6,False
Jackfruit,Fruit,18.2,40.9,2.9,3.9,23.5,43,Overripe,Small,400.0,True
Pineapple,Fruit,16.5,70.5,1.9,0.9,12.2,43,Unripe,Small,107.0,True
Fenugreek,Vegetable,0.6,48.3,1.9,1.8,8.7,58,Unripe,Large,188.3,False
Spinach,Vegetable,3.2,33.9,1.1,5.8,8.7,33,Unripe,Medium,680.9,False
Beetroot,Vegetable,1.3,61.4,1.2,1.5,9.4,22,Overripe,Small,1355.1,False
Grapes,Fruit,10.2,30.3,1.2,2.2,13.0,63,Overripe,Medium,497.5,True
Drumstick,Vegetable,4.1,23.6,2.4,4.7,11.1,29,Overripe,Medium,340.1,False
Guava,Fruit,5.7,97.2,1.1,1.4,9.3,94,Ripe,Medium,443.4,True
Radish,Vegetable,4.5,22.4,4.3,7.8,5.2,22,Unripe,Large,936.8,False
Colocasia,Vegetable,4.1,24.4,1.5,1.2,5.1,24,Unripe,Large,1383.1,False
Lychee,Fruit,14.4,36.7,1.5,4.9,14.0,65,Overripe,Large,117.5,True
Pear,Fruit,1.1,38.4,1.8,2.0,5.8,74,Overripe,Large,129.5,True
Strawberry,Fruit,1.9,54.7,0.7,0.7,10.6,61,Ripe,Small,125.5,True
Sweet Corn,Vegetable,2.3,48.3,2.2,2.2,3.6,35,Unripe,Medium,379.1,False
Radish,Vegetable,3.5,37.1,2.3,3.2,14.0,39,Ripe,Medium,488.1,False
Yam,Vegetable,1.0,51.7,4.9,1.1,3.1,20,Unripe,Medium,453.8,False
Peas,Vegetable,4.8,56.6,2.4,7.8,5.5,25,Unripe,Medium,1475.4,False
Dragon Fruit,Fruit,19.4,47.6,2.4,3.5,24.0,81,Ripe,Small,346.7,True
Gooseberry,Fruit,18.3,65.1,1.0,2.9,6.0,67,Unripe,Large,436.0,True
Cabbage,Vegetable,4.2,60.6,3.6,3.1,7.9,35,Unripe,Medium,1129.5,False
